Unnamed: 0,Unnamed: 0.1,date,iso3166,Net generation,unit_x,Retail sales of electricity,unit_y,Revenue from retail sales of electricity,unit_x.1,Average retail price of electricity,unit_y.1,Number of customer accounts,unit,TAVG,TMAX,TMIN,state
2283,447,2015-09-01,USA-OR,4693.67408,thousand megawatthours,3593.76704,million kilowatthours,311.55439,million dollars,8.67,cents per kilowatthour,1948278.0,number of customers,57.72604790419162,70.98828828828825,44.4702702702703,Oregon
2284,448,2015-08-01,USA-OR,4548.5167,thousand megawatthours,4123.03764,million kilowatthours,354.77724,million dollars,8.6,cents per kilowatthour,1944144.0,number of customers,66.15479041916167,80.55375375375375,51.75555555555556,Oregon
2285,449,2015-07-01,USA-OR,4641.96488,thousand megawatthours,4197.38854,million kilowatthours,376.70199,million dollars,8.97,cents per kilowatthour,1943736.0,number of customers,67.00239520958084,81.0021021021021,52.99309309309306,Oregon
2286,450,2015-06-01,USA-OR,4341.71386,thousand megawatthours,3965.57405,million kilowatthours,347.9775,million dollars,8.78,cents per kilowatthour,1940105.0,number of customers,64.39760479041917,78.41861861861867,50.312012012011955,Oregon
2287,451,2015-05-01,USA-OR,4048.61769,thousand megawatthours,3612.7594,million kilowatthours,312.13702,million dollars,8.64,cents per kilowatthour,1939070.0,number of customers,53.354191616766464,64.2738738738739,42.39459459459463,Oregon
2288,452,2015-04-01,USA-OR,4377.8868200000015,thousand megawatthours,3712.1782,million kilowatthours,322.34722,million dollars,8.68,cents per kilowatthour,1935182.0,number of customers,44.82372372372371,56.50419161676646,33.10510510510509,Oregon
2289,453,2015-03-01,USA-OR,5348.52822,thousand megawatthours,3908.91278,million kilowatthours,341.16104,million dollars,8.73,cents per kilowatthour,1934672.0,number of customers,45.96726726726728,57.08978978978978,34.86646706586827,Oregon
2290,454,2015-02-01,USA-OR,5090.42313,thousand megawatthours,3721.5562,million kilowatthours,324.3226200000001,million dollars,8.71,cents per kilowatthour,1930923.0,number of customers,42.70000000000001,50.982018927444784,34.34249999999999,Oregon
2291,455,2015-01-01,USA-OR,5501.10745,thousand megawatthours,4357.20213,million kilowatthours,378.65033,million dollars,8.69,cents per kilowatthour,1929811.0,number of customers,39.4531531531532,47.098198198198226,31.80688622754495,Oregon
2292,456,2015-12-01,USA-PA,16941.1286,thousand megawatthours,11642.20895,million kilowatthours,1195.32655,million dollars,10.27,cents per kilowatthour,6031592.0,number of customers,42.986131386861324,50.88905109489051,35.0883211678832,Pennsylvania
2293,457,2015-11-01,USA-PA,16386.637740000002,thousand megawatthours,10544.10173,million kilowatthours,1074.95945,million dollars,10.19,cents per kilowatthour,6022504.0,number of customers,46.1273381294964,56.758273381294956,35.48633093525178,Pennsylvania
2294,458,2015-10-01,USA-PA,15489.8613,thousand megawatthours,11012.90306,million kilowatthours,1120.21459,million dollars,10.17,cents per kilowatthour,6019415.0,number of customers,51.37801418439717,62.14609929078014,40.61702127659575,Pennsylvania
2295,459,2015-09-01,USA-PA,17921.65728,thousand megawatthours,12457.15227,million kilowatthours,1295.22213,million dollars,10.4,cents per kilowatthour,6017311.0,number of customers,67.16715328467154,78.69420289855073,55.67391304347822,Pennsylvania
2296,460,2015-08-01,USA-PA,20158.04625,thousand megawatthours,13006.94845,million kilowatthours,1363.0624,million dollars,10.48,cents per kilowatthour,6017559.0,number of customers,69.67941176470583,81.30588235294114,58.05441176470589,Pennsylvania
2297,461,2015-07-01,USA-PA,19833.75144,thousand megawatthours,13101.93428,million kilowatthours,1356.48494,million dollars,10.35,cents per kilowatthour,6018405.0,number of customers,71.19270072992698,81.81532846715334,60.55839416058392,Pennsylvania
2298,462,2015-06-01,USA-PA,17997.42892,thousand megawatthours,11891.41698,million kilowatthours,1237.274,million dollars,10.4,cents per kilowatthour,6018258.0,number of customers,67.93731343283581,77.42313432835823,58.48296296296297,Pennsylvania
2299,463,2015-05-01,USA-PA,16030.46434,thousand megawatthours,10927.44032,million kilowatthours,1098.44139,million dollars,10.05,cents per kilowatthour,6017785.0,number of customers,63.93088235294122,76.43676470588233,51.42573529411764,Pennsylvania
2300,464,2015-04-01,USA-PA,15435.99393,thousand megawatthours,11099.61343,million kilowatthours,1113.66159,million dollars,10.03,cents per kilowatthour,6022016.0,number of customers,48.83629629629628,60.773333333333305,36.8874074074074,Pennsylvania
2301,465,2015-03-01,USA-PA,19431.68356,thousand megawatthours,13443.39072,million kilowatthours,1413.06504,million dollars,10.51,cents per kilowatthour,6016710.0,number of customers,31.90588235294117,42.41249999999999,21.40220588235294,Pennsylvania
2302,466,2015-02-01,USA-PA,18403.98806,thousand megawatthours,13550.08685,million kilowatthours,1431.34521,million dollars,10.56,cents per kilowatthour,6013722.0,number of customers,16.605035971223018,27.368571428571435,5.8726618705035945,Pennsylvania
2303,467,2015-01-01,USA-PA,20541.6498,thousand megawatthours,13666.830930000002,million kilowatthours,1395.79634,million dollars,10.21,cents per kilowatthour,6011336.0,number of customers,23.18613138686132,31.654014598540147,14.714598540145984,Pennsylvania
2304,468,2015-12-01,USA-RI,435.59785,thousand megawatthours,620.85303,million kilowatthours,105.13676,million dollars,16.93,cents per kilowatthour,502032.0,number of customers,45.444444444444436,53.34444444444443,37.52222222222222,Rhode Island
2305,469,2015-11-01,USA-RI,529.1924,thousand megawatthours,567.07817,million kilowatthours,90.5392,million dollars,15.97,cents per kilowatthour,503279.0,number of customers,46.86666666666667,56.1,37.63333333333335,Rhode Island
2306,470,2015-10-01,USA-RI,495.36382,thousand megawatthours,588.80403,million kilowatthours,96.47754,million dollars,16.39,cents per kilowatthour,500483.0,number of customers,52.36666666666666,62.14444444444445,42.55555555555555,Rhode Island
2307,471,2015-09-01,USA-RI,497.2379,thousand megawatthours,648.32731,million kilowatthours,113.77706,million dollars,17.55,cents per kilowatthour,500958.0,number of customers,67.69999999999999,78.58888888888889,56.78888888888889,Rhode Island
2308,472,2015-08-01,USA-RI,946.61987,thousand megawatthours,779.8221599999998,million kilowatthours,126.7026,million dollars,16.25,cents per kilowatthour,499498.0,number of customers,72.375,82.2125,62.55,Rhode Island
2309,473,2015-07-01,USA-RI,929.49396,thousand megawatthours,747.3254599999998,million kilowatthours,115.2469,million dollars,15.42,cents per kilowatthour,499460.0,number of customers,72.34444444444446,81.95555555555556,62.73333333333333,Rhode Island
2310,474,2015-06-01,USA-RI,827.22279,thousand megawatthours,641.23887,million kilowatthours,99.37593,million dollars,15.5,cents per kilowatthour,501958.0,number of customers,64.3888888888889,73.6,55.14444444444445,Rhode Island
2311,475,2015-05-01,USA-RI,784.42768,thousand megawatthours,573.5297400000002,million kilowatthours,90.94585,million dollars,15.86,cents per kilowatthour,502274.0,number of customers,60.56666666666667,72.1222222222222,49.05555555555557,Rhode Island
2312,476,2015-04-01,USA-RI,343.65406,thousand megawatthours,543.69876,million kilowatthours,97.48331,million dollars,17.93,cents per kilowatthour,501481.0,number of customers,47.022222222222226,57.4888888888889,36.62222222222223,Rhode Island
2313,477,2015-03-01,USA-RI,467.11368,thousand megawatthours,630.7128299999998,million kilowatthours,119.9974,million dollars,19.03,cents per kilowatthour,500789.0,number of customers,31.81111111111111,41.23333333333333,22.377777777777773,Rhode Island
2314,478,2015-02-01,USA-RI,350.96668,thousand megawatthours,646.40712,million kilowatthours,129.03078,million dollars,19.96,cents per kilowatthour,500570.0,number of customers,17.977777777777778,28.68888888888889,7.288888888888887,Rhode Island
2315,479,2015-01-01,USA-RI,332.12824,thousand megawatthours,676.92052,million kilowatthours,119.25671,million dollars,17.62,cents per kilowatthour,498580.0,number of customers,25.677777777777766,34.21111111111111,17.133333333333333,Rhode Island
2316,480,2015-12-01,USA-SC,7531.26752,thousand megawatthours,6039.68051,million kilowatthours,562.92232,million dollars,9.32,cents per kilowatthour,2562190.0,number of customers,57.65657894736843,67.35844155844157,48.04285714285717,South Carolina
2317,481,2015-11-01,USA-SC,6969.14668,thousand megawatthours,5879.67486,million kilowatthours,530.0632400000002,million dollars,9.02,cents per kilowatthour,2559431.0,number of customers,57.12027027027026,67.13866666666667,47.19466666666666,South Carolina
2318,482,2015-10-01,USA-SC,7214.4457200000015,thousand megawatthours,6081.42681,million kilowatthours,562.64207,million dollars,9.25,cents per kilowatthour,2559083.0,number of customers,62.611688311688326,73.41025641025645,51.86493506493505,South Carolina
2319,483,2015-09-01,USA-SC,8215.7685,thousand megawatthours,6930.2541,million kilowatthours,683.07654,million dollars,9.86,cents per kilowatthour,2556534.0,number of customers,73.8594936708861,83.08000000000001,64.68875,South Carolina
2320,484,2015-08-01,USA-SC,8974.59122,thousand megawatthours,8036.51685,million kilowatthours,802.68263,million dollars,9.99,cents per kilowatthour,2554875.0,number of customers,79.16103896103898,89.41153846153843,69.01012658227847,South Carolina
2321,485,2015-07-01,USA-SC,9428.52849,thousand megawatthours,8253.84936,million kilowatthours,830.58824,million dollars,10.06,cents per kilowatthour,2553043.0,number of customers,81.66341463414636,92.37108433734942,70.94939759036146,South Carolina
2322,486,2015-06-01,USA-SC,8604.79516,thousand megawatthours,7575.34432,million kilowatthours,745.73859,million dollars,9.84,cents per kilowatthour,2548160.0,number of customers,79.86746987951811,90.72976190476187,69.00361445783132,South Carolina
2323,487,2015-05-01,USA-SC,7915.06028,thousand megawatthours,6445.70089,million kilowatthours,601.97019,million dollars,9.34,cents per kilowatthour,2542492.0,number of customers,71.25975609756097,83.15487804878045,59.35731707317072,South Carolina
2324,488,2015-04-01,USA-SC,7410.699309999999,thousand megawatthours,5654.1629600000015,million kilowatthours,514.96882,million dollars,9.11,cents per kilowatthour,2539636.0,number of customers,64.14096385542167,74.9265060240964,53.379761904761885,South Carolina
2325,489,2015-03-01,USA-SC,7255.423209999999,thousand megawatthours,6372.61676,million kilowatthours,604.58072,million dollars,9.49,cents per kilowatthour,2538025.0,number of customers,55.565853658536604,67.21219512195124,43.8797619047619,South Carolina
2326,490,2015-02-01,USA-SC,8302.30911,thousand megawatthours,6834.00063,million kilowatthours,662.95098,million dollars,9.7,cents per kilowatthour,2532487.0,number of customers,39.96385542168672,51.40352941176469,28.683132530120496,South Carolina
2327,491,2015-01-01,USA-SC,8710.17762,thousand megawatthours,7225.01795,million kilowatthours,689.99025,million dollars,9.55,cents per kilowatthour,2529774.0,number of customers,42.88780487804879,54.08690476190478,31.850602409638558,South Carolina
2328,492,2015-12-01,USA-SD,740.60712,thousand megawatthours,1076.34921,million kilowatthours,98.62858,million dollars,9.16,cents per kilowatthour,464550.0,number of customers,24.771532846715328,33.142753623188405,16.397080291970802,South Dakota
2329,493,2015-11-01,USA-SD,839.75535,thousand megawatthours,937.32487,million kilowatthours,87.70767,million dollars,9.36,cents per kilowatthour,463363.0,number of customers,36.49640287769785,47.826618705035976,25.161870503597125,South Dakota
2330,494,2015-10-01,USA-SD,880.7076400000002,thousand megawatthours,919.68802,million kilowatthours,89.16158,million dollars,9.69,cents per kilowatthour,463826.0,number of customers,51.44285714285716,63.80499999999999,39.08000000000001,South Dakota
2331,495,2015-09-01,USA-SD,900.93593,thousand megawatthours,979.42553,million kilowatthours,96.3204,million dollars,9.83,cents per kilowatthour,463654.0,number of customers,65.85693430656931,79.38540145985405,52.32773722627738,South Dakota
2332,496,2015-08-01,USA-SD,966.1193,thousand megawatthours,1085.10671,million kilowatthours,107.9959,million dollars,9.95,cents per kilowatthour,463097.0,number of customers,69.5875,82.47500000000007,56.700735294117614,South Dakota
2333,497,2015-07-01,USA-SD,723.56069,thousand megawatthours,1073.0556,million kilowatthours,106.72889,million dollars,9.95,cents per kilowatthour,462520.0,number of customers,71.63985507246377,84.32949640287771,58.94855072463766,South Dakota
2334,498,2015-06-01,USA-SD,651.5087900000002,thousand megawatthours,948.05064,million kilowatthours,90.57506,million dollars,9.55,cents per kilowatthour,461994.0,number of customers,67.41654676258993,78.88642857142857,55.95251798561154,South Dakota
2335,499,2015-05-01,USA-SD,723.70231,thousand megawatthours,871.0636599999998,million kilowatthours,82.32389,million dollars,9.45,cents per kilowatthour,460991.0,number of customers,53.4726618705036,64.46115107913671,42.487769784172656,South Dakota
2336,500,2015-04-01,USA-SD,748.77754,thousand megawatthours,925.25577,million kilowatthours,86.42851,million dollars,9.34,cents per kilowatthour,460118.0,number of customers,47.238297872340425,61.251773049645365,33.22269503546099,South Dakota
2337,501,2015-03-01,USA-SD,669.06807,thousand megawatthours,1024.41738,million kilowatthours,92.6716,million dollars,9.05,cents per kilowatthour,461895.0,number of customers,38.74388489208633,53.44244604316546,24.05107913669065,South Dakota
2338,502,2015-02-01,USA-SD,840.34827,thousand megawatthours,1083.52366,million kilowatthours,100.19378,million dollars,9.25,cents per kilowatthour,459130.0,number of customers,19.84316546762589,32.22446043165467,7.407142857142856,South Dakota
2339,503,2015-01-01,USA-SD,947.94153,thousand megawatthours,1178.71796,million kilowatthours,107.48364,million dollars,9.12,cents per kilowatthour,458772.0,number of customers,23.06737588652481,33.735460992907804,12.395035460992908,South Dakota
2340,504,2015-12-01,USA-TN,5254.9407,thousand megawatthours,7362.52535,million kilowatthours,678.18716,million dollars,9.21,cents per kilowatthour,3270980.0,number of customers,50.93684210526319,60.63759398496242,41.24360902255639,Tennessee
2341,505,2015-11-01,USA-TN,4977.745,thousand megawatthours,6796.27347,million kilowatthours,629.89067,million dollars,9.27,cents per kilowatthour,3267216.0,number of customers,53.17388059701491,63.396268656716394,42.95298507462686,Tennessee
2342,506,2015-10-01,USA-TN,5009.5533799999985,thousand megawatthours,7312.40902,million kilowatthours,680.0084099999998,million dollars,9.3,cents per kilowatthour,3267121.0,number of customers,59.47555555555554,71.00148148148149,47.937777777777775,Tennessee
2343,507,2015-09-01,USA-TN,6154.06128,thousand megawatthours,8777.42942,million kilowatthours,840.36992,million dollars,9.57,cents per kilowatthour,3271226.0,number of customers,70.7469696969697,82.1280303030303,59.35338345864662,Tennessee
2344,508,2015-08-01,USA-TN,7465.63661,thousand megawatthours,9831.07422,million kilowatthours,943.5619,million dollars,9.6,cents per kilowatthour,3273454.0,number of customers,74.03939393939395,84.61111111111117,63.43787878787875,Tennessee
2345,509,2015-07-01,USA-TN,7741.5480400000015,thousand megawatthours,9678.56874,million kilowatthours,934.9722,million dollars,9.66,cents per kilowatthour,3269979.0,number of customers,77.84598540145986,86.98686131386864,68.70291970802923,Tennessee
2346,510,2015-06-01,USA-TN,7194.87189,thousand megawatthours,8447.89861,million kilowatthours,805.39048,million dollars,9.53,cents per kilowatthour,3266768.0,number of customers,75.74411764705884,86.0978102189781,65.38308823529411,Tennessee
2347,511,2015-05-01,USA-TN,5352.40096,thousand megawatthours,7268.12451,million kilowatthours,649.51311,million dollars,8.94,cents per kilowatthour,3256424.0,number of customers,67.86071428571428,79.63499999999998,56.08071428571429,Tennessee
2348,512,2015-04-01,USA-TN,5333.46842,thousand megawatthours,7250.42261,million kilowatthours,656.09999,million dollars,9.05,cents per kilowatthour,3252846.0,number of customers,59.725000000000016,71.37214285714286,48.04084507042256,Tennessee
2349,513,2015-03-01,USA-TN,6226.44235,thousand megawatthours,8806.823559999999,million kilowatthours,790.3823,million dollars,8.97,cents per kilowatthour,3250055.0,number of customers,48.5711267605634,60.156338028169,36.97816901408453,Tennessee
2350,514,2015-02-01,USA-TN,6801.23325,thousand megawatthours,9005.2042,million kilowatthours,825.24036,million dollars,9.16,cents per kilowatthour,3242006.0,number of customers,30.599300699300706,41.0048951048951,20.194405594405588,Tennessee
2351,515,2015-01-01,USA-TN,7702.73427,thousand megawatthours,9095.35424,million kilowatthours,829.7561099999998,million dollars,9.12,cents per kilowatthour,3240437.0,number of customers,35.6212765957447,45.552482269503535,25.69716312056736,Tennessee
2352,516,2015-12-01,USA-TX,34629.68689,thousand megawatthours,29214.00883,million kilowatthours,2401.3863,million dollars,8.22,cents per kilowatthour,11911789.0,number of customers,51.94204204204205,64.55059880239521,39.26426426426426,Texas
2353,517,2015-11-01,USA-TX,31810.617960000003,thousand megawatthours,27225.48614,million kilowatthours,2212.35095,million dollars,8.13,cents per kilowatthour,11832957.0,number of customers,57.53903903903902,68.53573573573573,46.515269461077864,Texas
2354,518,2015-10-01,USA-TX,35150.532589999995,thousand megawatthours,33579.86552,million kilowatthours,2804.06649,million dollars,8.35,cents per kilowatthour,11933121.0,number of customers,69.26516516516512,81.78263473053894,56.721621621621644,Texas
2355,519,2015-09-01,USA-TX,41359.40157,thousand megawatthours,37592.92045,million kilowatthours,3308.63984,million dollars,8.8,cents per kilowatthour,11893348.0,number of customers,79.127027027027,91.36238805970149,66.88734939759034,Texas
2356,520,2015-08-01,USA-TX,46703.12747,thousand megawatthours,40722.08928,million kilowatthours,3655.05459,million dollars,8.98,cents per kilowatthour,11914037.0,number of customers,83.16656626506025,95.76029850746271,70.56276276276273,Texas
2357,521,2015-07-01,USA-TX,46777.60085,thousand megawatthours,40173.89391,million kilowatthours,3575.88425,million dollars,8.9,cents per kilowatthour,11888245.0,number of customers,83.21891891891893,94.16567164179106,72.26385542168677,Texas
2358,522,2015-06-01,USA-TX,41497.96681000001,thousand megawatthours,34721.3281,million kilowatthours,3068.5218600000007,million dollars,8.84,cents per kilowatthour,11878548.0,number of customers,79.4277108433735,89.68095238095239,69.16325301204822,Texas
2359,523,2015-05-01,USA-TX,35767.70044,thousand megawatthours,29248.2363,million kilowatthours,2523.12987,million dollars,8.63,cents per kilowatthour,11805922.0,number of customers,71.75615615615621,81.58592814371258,61.91981981981984,Texas
2360,524,2015-04-01,USA-TX,31881.33263,thousand megawatthours,27952.9756,million kilowatthours,2364.6543300000008,million dollars,8.46,cents per kilowatthour,11824343.0,number of customers,66.54156626506021,77.7594029850746,55.34714714714714,Texas
2361,525,2015-03-01,USA-TX,32927.70212,thousand megawatthours,30352.38188,million kilowatthours,2684.84065,million dollars,8.85,cents per kilowatthour,11816812.0,number of customers,55.79279279279278,67.04024024024028,44.55419161676646,Texas
2362,526,2015-02-01,USA-TX,33286.88716000001,thousand megawatthours,28980.37202,million kilowatthours,2590.8495,million dollars,8.94,cents per kilowatthour,11738308.0,number of customers,47.74054054054057,59.98138138138139,35.527844311377265,Texas
2363,527,2015-01-01,USA-TX,38033.77948000001,thousand megawatthours,32573.79597,million kilowatthours,2934.921,million dollars,9.01,cents per kilowatthour,11759116.0,number of customers,43.803903903903894,54.62215568862278,33.01171171171171,Texas
2364,528,2015-12-01,USA-UT,3694.97069,thousand megawatthours,2592.73642,million kilowatthours,207.13034,million dollars,7.99,cents per kilowatthour,1163974.0,number of customers,24.61764705882352,34.188965517241414,15.021453287197225,Utah
2365,529,2015-11-01,USA-UT,2831.45133,thousand megawatthours,2417.19628,million kilowatthours,193.77744,million dollars,8.02,cents per kilowatthour,1161613.0,number of customers,31.698611111111113,42.22110726643599,21.273702422145323,Utah
2366,530,2015-10-01,USA-UT,3325.75767,thousand megawatthours,2419.05024,million kilowatthours,204.62978,million dollars,8.46,cents per kilowatthour,1159222.0,number of customers,50.79548611111112,61.67058823529413,39.93819444444445,Utah
2367,531,2015-09-01,USA-UT,3694.86966,thousand megawatthours,2544.8476100000007,million kilowatthours,236.12755,million dollars,9.28,cents per kilowatthour,1158027.0,number of customers,61.13135888501749,74.47310344827584,47.75365853658536,Utah
2368,532,2015-08-01,USA-UT,3989.9563,thousand megawatthours,2974.73599,million kilowatthours,270.548,million dollars,9.09,cents per kilowatthour,1157165.0,number of customers,66.10940766550522,79.47439446366779,52.78536585365854,Utah
2369,533,2015-07-01,USA-UT,3868.83406,thousand megawatthours,2914.93955,million kilowatthours,275.79886,million dollars,9.46,cents per kilowatthour,1154034.0,number of customers,64.8479166666666,77.80893470790377,51.85694444444439,Utah
2370,534,2015-06-01,USA-UT,3773.46604,thousand megawatthours,2741.7406100000007,million kilowatthours,252.03511,million dollars,9.19,cents per kilowatthour,1152190.0,number of customers,65.0806228373703,79.02577319587624,51.18650519031142,Utah
2371,535,2015-05-01,USA-UT,3524.69621,thousand megawatthours,2287.61467,million kilowatthours,196.13077,million dollars,8.57,cents per kilowatthour,1151516.0,number of customers,49.45154639175256,59.902739726027356,39.01855670103091,Utah
2372,536,2015-04-01,USA-UT,2907.39214,thousand megawatthours,2234.52506,million kilowatthours,180.37926,million dollars,8.07,cents per kilowatthour,1149071.0,number of customers,43.02096219931271,55.4414383561644,30.61168384879725,Utah
2373,537,2015-03-01,USA-UT,3299.17327,thousand megawatthours,2294.41086,million kilowatthours,186.29651,million dollars,8.12,cents per kilowatthour,1147942.0,number of customers,41.32901023890789,54.16734693877556,28.495904436860066,Utah
2374,538,2015-02-01,USA-UT,3241.81974,thousand megawatthours,2215.61328,million kilowatthours,176.33815,million dollars,7.96,cents per kilowatthour,1139583.0,number of customers,35.65312500000001,46.88373702422147,24.49134948096886,Utah
2375,539,2015-01-01,USA-UT,3796.7332,thousand megawatthours,2554.93943,million kilowatthours,200.27585,million dollars,7.84,cents per kilowatthour,1138314.0,number of customers,30.91701388888889,40.633448275862094,21.216666666666665,Utah
2376,540,2015-12-01,USA-VA,7509.9688,thousand megawatthours,8674.750540000001,million kilowatthours,781.34278,million dollars,9.01,cents per kilowatthour,3802196.0,number of customers,49.842452830188655,59.40849056603771,40.28396226415092,Virginia
2377,541,2015-11-01,USA-VA,5556.920810000001,thousand megawatthours,7813.4400700000015,million kilowatthours,715.95329,million dollars,9.16,cents per kilowatthour,3796106.0,number of customers,51.336111111111094,62.25185185185182,40.41574074074073,Virginia
2378,542,2015-10-01,USA-VA,5298.77105,thousand megawatthours,8179.79727,million kilowatthours,733.14766,million dollars,8.96,cents per kilowatthour,3792996.0,number of customers,56.70642201834862,67.57614678899084,45.83119266055044,Virginia
2379,543,2015-09-01,USA-VA,7343.04106,thousand megawatthours,9057.77,million kilowatthours,845.0245,million dollars,9.33,cents per kilowatthour,3790870.0,number of customers,69.86036036036036,79.96126126126126,59.75405405405402,Virginia
2380,544,2015-08-01,USA-VA,8527.51257,thousand megawatthours,10289.85063,million kilowatthours,967.98766,million dollars,9.41,cents per kilowatthour,3789059.0,number of customers,73.58990825688072,84.34454545454545,62.88454545454544,Virginia
2381,545,2015-07-01,USA-VA,8408.76377,thousand megawatthours,10626.78059,million kilowatthours,1009.17148,million dollars,9.5,cents per kilowatthour,3784971.0,number of customers,75.76363636363641,85.07477477477477,66.46636363636362,Virginia
2382,546,2015-06-01,USA-VA,8139.28155,thousand megawatthours,9946.92076,million kilowatthours,939.99419,million dollars,9.45,cents per kilowatthour,3781577.0,number of customers,74.09464285714284,83.87678571428573,64.31875,Virginia
2383,547,2015-05-01,USA-VA,6503.5722700000015,thousand megawatthours,8833.36038,million kilowatthours,807.04417,million dollars,9.14,cents per kilowatthour,3530445.0,number of customers,67.31652173913044,79.18695652173912,55.45304347826089,Virginia
2384,548,2015-04-01,USA-VA,4893.82067,thousand megawatthours,7651.421909999999,million kilowatthours,689.7244599999998,million dollars,9.01,cents per kilowatthour,3776249.0,number of customers,55.85398230088497,68.01592920353983,43.70353982300884,Virginia
2385,549,2015-03-01,USA-VA,6564.59151,thousand megawatthours,9434.95236,million kilowatthours,892.9418300000002,million dollars,9.46,cents per kilowatthour,3776860.0,number of customers,43.78482142857143,55.32946428571425,32.226785714285704,Virginia
2386,550,2015-02-01,USA-VA,7968.04566,thousand megawatthours,10659.19043,million kilowatthours,1016.98288,million dollars,9.54,cents per kilowatthour,3776156.0,number of customers,28.696428571428555,39.75,17.63928571428571,Virginia
2387,551,2015-01-01,USA-VA,7697.30236,thousand megawatthours,10840.81005,million kilowatthours,1026.15305,million dollars,9.47,cents per kilowatthour,3772498.0,number of customers,33.84778761061947,43.30350877192983,24.371681415929203,Virginia
2388,552,2015-12-01,USA-VT,211.13964,thousand megawatthours,450.66224000000005,million kilowatthours,65.66923,million dollars,14.57,cents per kilowatthour,366479.0,number of customers,34.86756756756757,41.918918918918905,27.828205128205127,Vermont
2389,553,2015-11-01,USA-VT,157.50555,thousand megawatthours,425.9434,million kilowatthours,61.73221,million dollars,14.49,cents per kilowatthour,366415.0,number of customers,39.20263157894737,49.31052631578948,29.105263157894743,Vermont
2390,554,2015-10-01,USA-VT,141.93621000000005,thousand megawatthours,430.42006,million kilowatthours,62.16865,million dollars,14.44,cents per kilowatthour,366625.0,number of customers,44.13333333333333,55.428205128205136,32.85641025641025,Vermont
2391,555,2015-09-01,USA-VT,78.78242,thousand megawatthours,459.14402,million kilowatthours,66.19943,million dollars,14.42,cents per kilowatthour,367271.0,number of customers,62.87692307692308,75.77435897435899,50.025,Vermont
2392,556,2015-08-01,USA-VT,118.96322,thousand megawatthours,494.64564,million kilowatthours,71.16568000000002,million dollars,14.39,cents per kilowatthour,366802.0,number of customers,67.42564102564104,78.65128205128204,56.197435897435895,Vermont
2393,557,2015-07-01,USA-VT,191.91503,thousand megawatthours,483.34801,million kilowatthours,69.56884000000001,million dollars,14.39,cents per kilowatthour,366581.0,number of customers,66.98157894736842,78.42894736842105,55.52105263157894,Vermont
2394,558,2015-06-01,USA-VT,223.04294,thousand megawatthours,432.35432,million kilowatthours,62.30008,million dollars,14.41,cents per kilowatthour,367631.0,number of customers,60.32894736842106,70.79210526315788,49.86923076923078,Vermont
2395,559,2015-05-01,USA-VT,184.7816,thousand megawatthours,423.90808,million kilowatthours,61.09091,million dollars,14.41,cents per kilowatthour,365476.0,number of customers,59.31025641025639,73.40769230769232,45.202564102564104,Vermont
2396,560,2015-04-01,USA-VT,211.84964,thousand megawatthours,427.02241,million kilowatthours,61.1948,million dollars,14.33,cents per kilowatthour,364840.0,number of customers,39.648717948717945,50.59487179487178,28.71025641025641,Vermont
2397,561,2015-03-01,USA-VT,151.14015,thousand megawatthours,482.99923,million kilowatthours,69.39235,million dollars,14.37,cents per kilowatthour,364695.0,number of customers,21.6948717948718,33.641025641025635,9.746153846153849,Vermont
2398,562,2015-02-01,USA-VT,141.60567,thousand megawatthours,483.02882,million kilowatthours,69.55115,million dollars,14.4,cents per kilowatthour,363973.0,number of customers,4.486842105263158,17.055263157894736,-8.065789473684209,Vermont
2399,563,2015-01-01,USA-VT,169.3854,thousand megawatthours,527.63278,million kilowatthours,75.31876,million dollars,14.27,cents per kilowatthour,364010.0,number of customers,11.24054054054054,23.80526315789474,-1.0648648648648649,Vermont
2400,564,2015-12-01,USA-WA,9659.1816,thousand megawatthours,8655.43815,million kilowatthours,672.08004,million dollars,7.76,cents per kilowatthour,3364456.0,number of customers,32.65373831775702,37.244444444444454,28.12186046511628,Washington
2401,565,2015-11-01,USA-WA,8950.32252,thousand megawatthours,7376.31735,million kilowatthours,568.89998,million dollars,7.71,cents per kilowatthour,3327773.0,number of customers,36.59864253393665,43.20044843049327,30.035746606334854,Washington
2402,566,2015-10-01,USA-WA,8261.91923,thousand megawatthours,6898.588459999999,million kilowatthours,515.56232,million dollars,7.47,cents per kilowatthour,3365398.0,number of customers,52.17972972972972,60.87035398230086,43.53558558558559,Washington
2403,567,2015-09-01,USA-WA,7916.60903,thousand megawatthours,6909.9466,million kilowatthours,511.57019,million dollars,7.4,cents per kilowatthour,3354738.0,number of customers,55.41085972850674,66.07657657657657,44.743438914027145,Washington
2404,568,2015-08-01,USA-WA,9565.98712,thousand megawatthours,7265.07165,million kilowatthours,535.0756200000002,million dollars,7.37,cents per kilowatthour,3331452.0,number of customers,65.37239819004525,77.80945945945942,52.91719457013575,Washington
2405,569,2015-07-01,USA-WA,9314.64667,thousand megawatthours,7446.64777,million kilowatthours,556.94919,million dollars,7.48,cents per kilowatthour,3345385.0,number of customers,67.38982300884955,80.04581497797352,54.725221238938026,Washington
2406,570,2015-06-01,USA-WA,8361.02392,thousand megawatthours,7041.631829999998,million kilowatthours,521.3878,million dollars,7.4,cents per kilowatthour,3332321.0,number of customers,64.20090090090086,76.90491071428573,51.48423423423425,Washington
